sentence,intent,tokens,BIO_tags
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
hey show me interstellar sessons in hyderabad,search_movie,"[""hey"", ""show"", ""me"", ""interstellar"", ""sessons"", ""in"", ""hyderabad""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls i need 3 tickets for dune part two this today,book_ticket,"[""pls"", ""i"", ""need"", ""3"", ""tickets"", ""for"", ""dune"", ""part"", ""two"", ""this"", ""today""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE""]"
yo,greeting,"[""yo""]","[""O""]"
yo is spider man no way home playing near pune,search_movie,"[""yo"", ""is"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""playing"", ""near"", ""pune""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
um is there a imax show of oppenheimer today,check_showtime,"[""um"", ""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""oppenheimer"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
yo i need 3 tickets for dune part two this 25 may,book_ticket,"[""yo"", ""i"", ""need"", ""3"", ""tickets"", ""for"", ""dune"", ""part"", ""two"", ""this"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
um is my reservation confirmed for 5 pm,check_booking_status,"[""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
reserve 4 regular seats in ahmedabad,book_ticket,"[""reserve"", ""4"", ""regular"", ""seats"", ""in"", ""ahmedabad""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
um is my resecvation confqrmed for 5 pm,check_booking_status,"[""um"", ""is"", ""my"", ""resecvation"", ""confqrmed"", ""for"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
select seat e15,select_seat,"[""select"", ""seat"", ""e15""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
what time does jawan start in delhi,check_showtime,"[""what"", ""time"", ""does"", ""jawan"", ""start"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls any kannada movies in hyderabad,search_movie,"[""pls"", ""any"", ""kannada"", ""movies"", ""in"", ""hyderabad""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
hey check my booking status for tiger 3,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""tiger"", ""3""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME""]"
hello,greeting,"[""hello""]","[""O""]"
please refund my booking for 25 may,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
pls when is tiger 3 showing at pvr nexus mall,check_showtime,"[""pls"", ""when"", ""is"", ""tiger"", ""3"", ""showing"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
what time does avatar the way of water start in kolkata,check_showtime,"[""what"", ""time"", ""does"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""start"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
yo find spider man no way home in pune,search_movie,"[""yo"", ""find"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""in"", ""pune""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
hey check my booking status for jawan,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""jawan""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
pick balcony seats near b7,select_seat,"[""pick"", ""balcony"", ""seats"", ""near"", ""b7""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
pls when is spier man no way home showing at raj manwir,check_showtime,"[""pls"", ""when"", ""is"", ""spier"", ""man"", ""no"", ""way"", ""home"", ""showing"", ""at"", ""raj"", ""manwir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
cancel my barbie booking at raj mandir,cancel_ticket,"[""cancel"", ""my"", ""barbie"", ""booking"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um please buk me 5 for spider man no way home at 1 pm,book_ticket,"[""um"", ""please"", ""buk"", ""me"", ""5"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""at"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
yo yo what time does jawan start in jaipur,check_showtime,"[""yo"", ""yo"", ""what"", ""time"", ""does"", ""jawan"", ""start"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey book 3 recliner tickets for top gun maverick at luxe imax,book_ticket,"[""hey"", ""book"", ""3"", ""recliner"", ""tickets"", ""for"", ""top"", ""gun"", ""maverick"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
give me premium around d8,select_seat,"[""give"", ""me"", ""premium"", ""around"", ""d8""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey show my booking details at raj mandir,check_booking_status,"[""hey"", ""show"", ""my"", ""booking"", ""details"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
when is leo showing at wave cinemas,check_showtime,"[""when"", ""is"", ""leo"", ""showing"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo check my booking status for the batman,check_booking_status,"[""yo"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""the"", ""batman""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME""]"
i want to cncl tix for tger 3 today,cancel_ticket,"[""i"", ""want"", ""to"", ""cncl"", ""tix"", ""for"", ""tger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey show me the batman sessions in kochi,search_movie,"[""hey"", ""show"", ""me"", ""the"", ""batman"", ""sessions"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
quick yo drop my reservaton at raj mandnr pls,cancel_ticket,"[""quick"", ""yo"", ""drop"", ""my"", ""reservaton"", ""at"", ""raj"", ""mandnr"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey drop my reservation at inox city center,cancel_ticket,"[""hey"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
hey show me avatar the way of water sessions in kolkata,search_movie,"[""hey"", ""show"", ""me"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""sessions"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey check my booking status for avatar the way of water,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""avatar"", ""the"", ""way"", ""of"", ""water""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
yo i need 5 tickets for oppenheimer this this evening,book_ticket,"[""yo"", ""i"", ""need"", ""5"", ""tickets"", ""for"", ""oppenheimer"", ""this"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
i want b12 for the show,select_seat,"[""i"", ""want"", ""b12"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
pls when is avatar the way of water shoing at inox city center,check_showtime,"[""pls"", ""when"", ""is"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""shoing"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
show me showtimes for barbie on this evening,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""barbie"", ""on"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
pls is there a dolby show of spider man no way home today,check_showtime,"[""pls"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
pls please refund my booking for this evening,cancel_ticket,"[""pls"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
look up my movle booking in hyderabad,check_booking_status,"[""look"", ""up"", ""my"", ""movle"", ""booking"", ""in"", ""hyderabad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
um show me showtimes for interstellar on 26 may,check_showtime,"[""um"", ""show"", ""me"", ""showtimes"", ""for"", ""interstellar"", ""on"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
quick um show me showtimes for the batman on next friday,check_showtime,"[""quick"", ""um"", ""show"", ""me"", ""showtimes"", ""for"", ""the"", ""batman"", ""on"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
um when is avatar the way of water showing at pvr nexus mall,check_showtime,"[""um"", ""when"", ""is"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""showing"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
drop my reservation at pvr nexus mall,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
bye and thans,goodbye,"[""bye"", ""and"", ""thans""]","[""O"", ""O"", ""O""]"
select seat d8,select_seat,"[""select"", ""seat"", ""d8""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
yo,greeting,"[""yo""]","[""O""]"
is there a 2d show of jawan today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
book 1 recliner tickets for spider man no way home at wave cinemas,book_ticket,"[""book"", ""1"", ""recliner"", ""tickets"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""at"", ""wave"", ""cinemas""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey look up my movie booking in delhi,check_booking_status,"[""hey"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey look up my movi booking in mumbai,check_booking_status,"[""hey"", ""look"", ""up"", ""my"", ""movi"", ""booking"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls select seat b7,select_seat,"[""pls"", ""select"", ""seat"", ""b7""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
any english movies in delhi,search_movie,"[""any"", ""english"", ""movies"", ""in"", ""delhi""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
pls pls drop my reservavion at mirj cinemas,cancel_ticket,"[""pls"", ""pls"", ""drop"", ""my"", ""reservavion"", ""at"", ""mirj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
pls pick regular sats near b12,select_seat,"[""pls"", ""pick"", ""regular"", ""sats"", ""near"", ""b12""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
cancel the 5 sets in jaipur,cancel_ticket,"[""cancel"", ""the"", ""5"", ""sets"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
is the batman playing near kolkata,search_movie,"[""is"", ""the"", ""batman"", ""playing"", ""near"", ""kolkata""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
give me recliner around b7,select_seat,"[""give"", ""me"", ""recliner"", ""around"", ""b7""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
what movies like barbie are running in bengaluru,search_movie,"[""what"", ""movies"", ""like"", ""barbie"", ""are"", ""running"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
look up my movie booking in bengaluru,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
yo when is oppenheimfr showing at wave cinemas,check_showtime,"[""yo"", ""when"", ""is"", ""oppenheimfr"", ""showing"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
um i want c4 for the show,select_seat,"[""um"", ""i"", ""want"", ""c4"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
hey cancel the 4 seats in kolkata,cancel_ticket,"[""hey"", ""cancel"", ""the"", ""4"", ""seats"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
please refund my booking for next friday,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
yo give me reglar around c3,select_seat,"[""yo"", ""give"", ""me"", ""reglar"", ""around"", ""c3""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
pls find dune part two in chennai,search_movie,"[""pls"", ""find"", ""dune"", ""part"", ""two"", ""in"", ""chennai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
hey where is my ticket for 26 may,check_booking_status,"[""hey"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
yo pick balcony seats near c3,select_seat,"[""yo"", ""pick"", ""balcony"", ""seats"", ""near"", ""c3""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
yo is there a 3d show of jawan today,check_showtime,"[""yo"", ""is"", ""there"", ""a"", ""3d"", ""show"", ""of"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
give me vip around d8,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""d8""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
i want to cancel tickets for avatar the way of watr today pls,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""avatar"", ""the"", ""way"", ""of"", ""watr"", ""today"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
yo yo drop my reservation at cinepolis central,cancel_ticket,"[""yo"", ""yo"", ""drop"", ""my"", ""reservation"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo when is barbie showing at inox city center,check_showtime,"[""yo"", ""when"", ""is"", ""barbie"", ""showing"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
can u book kalki 2898 ad for 6 people,book_ticket,"[""can"", ""u"", ""book"", ""kalki"", ""2898"", ""ad"", ""for"", ""6"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
um drop my reservation at inox city center,cancel_ticket,"[""um"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
find the batman in ahmedabad,search_movie,"[""find"", ""the"", ""batman"", ""in"", ""ahmedabad""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
show me showtimes for barbie on next saturday now,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""barbie"", ""on"", ""next"", ""saturday"", ""now""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
yo pick vip seats near c4,select_seat,"[""yo"", ""pick"", ""vip"", ""seats"", ""near"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
please book me 5 for dune part two at 6 : 45 pm,book_ticket,"[""please"", ""book"", ""me"", ""5"", ""for"", ""dune"", ""part"", ""two"", ""at"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
tell me the timings for top gun maverick at raj mandir?,check_showtime,"[""tell"", ""me"", ""the"", ""timings"", ""for"", ""top"", ""gun"", ""maverick"", ""at"", ""raj"", ""mandir"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
i need 6 tickets for interstellar this this weekend,book_ticket,"[""i"", ""need"", ""6"", ""tickets"", ""for"", ""interstellar"", ""this"", ""this"", ""weekend""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
yo,greeting,"[""yo""]","[""O""]"
pls i want to cacel tickets for spider man no way home today,cancel_ticket,"[""pls"", ""i"", ""want"", ""to"", ""cacel"", ""tickets"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
find avatar the way of water in chennai,search_movie,"[""find"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""in"", ""chennai""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
yo is my reservation confirmed for 11 pm,check_booking_status,"[""yo"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""11"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
is there a 2d show of top gun maverick today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
is there a 2d show of top gun maverick today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
cancel my spider man no way home booking at pvr nexus mall,cancel_ticket,"[""cancel"", ""my"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""booking"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
i want to canel tickets for barbie today,cancel_ticket,"[""i"", ""want"", ""to"", ""canel"", ""tickets"", ""for"", ""barbie"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
is there a 4dx show of interstellar today,check_showtime,"[""is"", ""there"", ""a"", ""4dx"", ""show"", ""of"", ""interstellar"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
show me showtimes for leo on next friday,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""leo"", ""on"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
drop my reservation at cinepolis central please,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""cinepolis"", ""central"", ""please""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
tlat's all thanks,goodbye,"[""tlat's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
um cancel my kalki 2898 ad booking at wave cinemas,cancel_ticket,"[""um"", ""cancel"", ""my"", ""kalki"", ""2898"", ""ad"", ""booking"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
quick tat's all thanps,goodbye,"[""quick"", ""tat's"", ""all"", ""thanps""]","[""O"", ""O"", ""O""]"
reserve 1 balcony seats in kolkata,book_ticket,"[""reserve"", ""1"", ""balcony"", ""seats"", ""in"", ""kolkata""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
hello,greeting,"[""hello""]","[""O""]"
